ano,fase,pedra,ian,faixa_ian,ida,ieg,iaa,ips,ipp,defasagem,risco_defasagem,origem_aba,ra,turma,nome,ano_nasc,idade_22,genero,ano_ingresso,instituicao_de_ensino,pedra_20,pedra_21,pedra_22,inde_22,cg,cf,ct,nº_av,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,rec_psicologia,matem,portug,ingles,indicado,atingiu_pv,ipv,fase_ideal,destaque_ieg,destaque_ida,destaque_ipv,inde_2023,nome_anonimizado,data_de_nasc,idade,pedra_23,inde_23,mat,por,ing,destaque_ipv_1,inde_2024,avaliador5,avaliador6,escola,ativo_inativo,ativo_inativo_1
2023,FASE 2,Ametista,5.0,Moderada,6.5,9.3,9.0,3.77,8.75,-1,1,PEDE2023,RA-649,2P,,,,Feminino,2019,Pública,Ágata,Ametista,Ametista,7.302,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.836666667,Fase 3 (7° e 8° ano),,,,7.579533333,Aluno-649,2010-08-07 00:00:00,1900-01-13 00:00:00,,,3.8,9.2,,,,,,,,
2023,FASE 2,Ametista,10.0,Adequada,9.3,8.2,0.0,3.77,8.75,0,0,PEDE2023,RA-651,2P,,,,Feminino,2022,Pública,,,Ametista,7.866,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.95,Fase 2 (5° e 6° ano),,,,7.332,Aluno-651,2012-08-10 00:00:00,1900-01-11 00:00:00,,,9.8,8.7,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,6.6,8.1,6.8,2.52,8.333333333,-1,1,PEDE2023,RA-1136,2P,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.723333333,Fase 3 (7° e 8° ano),,,,6.7351,Aluno-1136,11/23/2009,13,,,4.8,8.3,,,,,,,,
2023,FASE 2,Ametista,5.0,Moderada,7.9,9.8,0.0,6.27,9.166666667,-1,1,PEDE2023,RA-653,2P,,,,Feminino,2022,Pública,,,Topázio,8.101,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.06,Fase 3 (7° e 8° ano),,,,7.385666667,Aluno-653,3/29/2011,12,,,7.7,8.0,,,,,,,,
2023,FASE 2,Ametista,5.0,Moderada,9.9,8.3,0.0,4.39,9.583333333,-1,1,PEDE2023,RA-456,2P,,,,Feminino,2022,Pública,,,Ametista,7.193,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.953333333,Fase 3 (7° e 8° ano),,,,7.518,Aluno-456,11/20/2010,12,,,9.7,10.0,,,,,,,,
2023,FASE 2,Topázio,5.0,Moderada,8.3,9.9,7.4,7.52,9.166666667,-1,1,PEDE2023,RA-655,2P,,,,Feminino,2019,Pública,Ametista,Ametista,Ametista,7.785,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.896666667,Fase 3 (7° e 8° ano),,,,8.3198,Aluno-655,9/23/2010,13,,,7.2,9.3,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,7.3,8.9,0.0,7.52,8.541666667,-1,1,PEDE2023,RA-656,2P,,,,Feminino,2020,Pública,Topázio,Ametista,Ágata,6.652,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.173333333,Fase 3 (7° e 8° ano),,,,6.780833333,Aluno-656,6/22/2011,12,,,5.8,8.8,,,,,,,,
2023,FASE 2,Topázio,5.0,Moderada,8.2,10.0,8.5,7.52,8.75,-1,1,PEDE2023,RA-657,2P,,,,Feminino,2021,Pública,,Ametista,Topázio,8.093,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.73,Fase 3 (7° e 8° ano),,,,8.3532,Aluno-657,2010-09-11 00:00:00,1900-01-12 00:00:00,,,7.0,9.3,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,5.9,5.6,10.0,7.52,8.541666667,-1,1,PEDE2023,RA-644,2P,,,,Feminino,2021,Pública,,Ametista,Ametista,7.83,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.503333333,Fase 3 (7° e 8° ano),,,,6.897033333,Aluno-644,2011-04-10 00:00:00,1900-01-12 00:00:00,,,4.0,7.7,,,,,,,,
2023,FASE 2,Ametista,5.0,Moderada,7.4,7.9,7.3,3.77,8.541666667,-1,1,PEDE2023,RA-461,2P,,,,Feminino,2018,Pública,Ametista,Ametista,Quartzo,5.451,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.616666667,Fase 3 (7° e 8° ano),,,,7.2379,Aluno-461,12/30/2010,12,,,5.7,9.0,,,,,,,,
2023,FASE 2,Ametista,10.0,Adequada,7.4,9.1,4.7,5.64,8.333333333,0,0,PEDE2023,RA-632,2R,,,,Feminino,2022,Pública,,,Ágata,6.996,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.563333333,Fase 2 (5° e 6° ano),,,,7.8768,Aluno-632,4/21/2012,11,,,6.8,8.0,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,7.2,8.1,1.7,6.27,8.541666667,-1,1,PEDE2023,RA-633,2R,,,,Feminino,2020,Pública,Ametista,Ágata,Ametista,7.476,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.286666667,Fase 3 (7° e 8° ano),,,,6.6552,Aluno-633,2011-03-06 00:00:00,1900-01-12 00:00:00,,,5.3,9.0,,,,,,,,
2023,FASE 2,Topázio,10.0,Adequada,6.5,9.8,9.5,6.27,9.375,0,0,PEDE2023,RA-1137,2R,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.843333333,Fase 2 (5° e 6° ano),,,,8.743366667,Aluno-1137,2/27/2013,10,,,6.0,7.0,,,,,,,,
2023,FASE 2,Topázio,5.0,Moderada,9.3,9.2,9.0,6.27,9.166666667,-1,1,PEDE2023,RA-1138,2R,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.566666667,Fase 3 (7° e 8° ano),,,,8.3472,Aluno-1138,9/16/2011,12,,,9.0,9.5,,,,,,,,
2023,FASE 2,Ametista,10.0,Adequada,5.3,9.1,8.5,5.64,8.125,0,0,PEDE2023,RA-1139,2R,,,,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.79,Fase 2 (5° e 6° ano),,,,7.6647,Aluno-1139,9/16/2012,11,,,6.3,4.3,,,,,,,,
2023,FASE 2,Ametista,10.0,Adequada,7.3,8.7,4.7,7.52,7.708333333,0,0,PEDE2023,RA-1140,2R,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.62,Fase 2 (5° e 6° ano),,,,7.703533333,Aluno-1140,8/28/2012,11,,,8.5,6.0,,,,,,,,
2023,FASE 2,Ametista,5.0,Moderada,8.4,8.8,8.0,6.89,8.541666667,-1,1,PEDE2023,RA-445,2R,,,,Masculino,2022,Pública,,,Ágata,6.924,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.176666667,Fase 3 (7° e 8° ano),,,,7.9087,Aluno-445,7/30/2010,13,,,7.7,9.0,,,,,,,,
2023,FASE 2,Ametista,5.0,Moderada,5.9,8.8,9.0,7.52,7.708333333,-1,1,PEDE2023,RA-1141,2R,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.113333333,Fase 3 (7° e 8° ano),,,,7.2757,Aluno-1141,6/27/2011,12,,,5.5,6.2,,,,,,,,
2023,FASE 2,Ametista,10.0,Adequada,6.3,8.1,7.4,6.27,8.125,0,0,PEDE2023,RA-639,2R,,,,Feminino,2021,Pública,,Ametista,Ágata,6.613,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.62,Fase 2 (5° e 6° ano),,,,7.5853,Aluno-639,2/24/2012,11,,,4.8,7.8,,,,,,,,
2023,FASE 2,Topázio,10.0,Adequada,10.0,10.0,9.0,7.52,8.541666667,0,0,PEDE2023,RA-1142,2R,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.343333333,Fase 2 (5° e 6° ano),,,,9.175033333,Aluno-1142,5/28/2012,11,,,10.0,10.0,,,,,,,,
2023,FASE 2,Topázio,10.0,Adequada,6.5,9.2,9.5,6.27,8.75,0,0,PEDE2023,RA-642,2R,,,,Feminino,2021,Pública,,Topázio,Ametista,7.75,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.173333333,Fase 2 (5° e 6° ano),,,,8.416866667,Aluno-642,2012-02-01 00:00:00,1900-01-11 00:00:00,,,5.7,7.2,,,,,,,,
2023,FASE 2,Topázio,10.0,Adequada,6.1,9.5,9.5,7.52,7.916666667,0,0,PEDE2023,RA-658,2U,,,,Feminino,2022,Pública,,,Ametista,7.407,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.173333333,Fase 2 (5° e 6° ano),,,,8.438533333,Aluno-658,10/27/2012,10,,,5.3,6.8,,,,,,,,
2023,FASE 2,Topázio,10.0,Adequada,7.8,9.6,8.0,2.52,8.958333333,0,0,PEDE2023,RA-588,2U,,,,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,Topázio,8.622,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.673333333,Fase 2 (5° e 6° ano),,,,8.3527,Aluno-588,5/16/2013,10,,,7.5,8.0,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,6.7,7.6,6.8,6.27,7.291666667,-1,1,PEDE2023,RA-662,2U,,,,Feminino,2022,Pública,,,Ametista,7.044,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,6.72,Fase 3 (7° e 8° ano),,,,6.733566667,Aluno-662,9/30/2011,12,,,4.3,9.0,,,,,,,,
2023,FASE 2,Ametista,5.0,Moderada,7.8,8.8,8.5,6.27,7.291666667,-1,1,PEDE2023,RA-403,2U,,,,Masculino,2020,Pública,Ametista,Ametista,Ametista,7.455,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.45,Fase 3 (7° e 8° ano),,,,7.716366667,Aluno-403,2010-02-07 00:00:00,1900-01-13 00:00:00,,,6.8,8.8,,,,,,,,
2023,FASE 2,Ametista,5.0,Moderada,6.9,8.5,9.0,6.27,5.833333333,-1,1,PEDE2023,RA-591,2U,,,,Masculino,2021,Pública,,Ametista,Ametista,7.507,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.333333333,Fase 3 (7° e 8° ano),,,,7.1472,Aluno-591,2011-03-09 00:00:00,1900-01-12 00:00:00,,,6.2,7.5,,,,,,,,
2023,FASE 2,Ametista,10.0,Adequada,7.6,9.2,6.2,3.77,7.916666667,0,0,PEDE2023,RA-592,2U,,,,Feminino,2020,Privada,Ametista,Ametista,Ametista,7.381,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,8.95,Fase 2 (5° e 6° ano),,,,7.935466667,Aluno-592,9/21/2012,11,,,5.5,9.7,,,,,,,,
2023,FASE 2,Topázio,5.0,Moderada,8.1,9.6,10.0,7.52,8.75,-1,1,PEDE2023,RA-602,2U,,,,Masculino,2019,Pública,Ametista,Ametista,Ametista,8.041,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.51,Fase 3 (7° e 8° ano),,,,8.5592,Aluno-602,2/25/2011,12,,,7.3,8.8,,,,,,,,
2023,FASE 2,Topázio,10.0,Adequada,7.1,9.1,9.5,7.52,8.541666667,0,0,PEDE2023,RA-666,2U,,,,Masculino,2022,Pública,,,Ametista,7.929,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.62,Fase 2 (5° e 6° ano),,,,8.720366667,Aluno-666,2012-09-05 00:00:00,1900-01-11 00:00:00,,,6.7,7.5,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,5.2,6.9,9.0,6.89,7.083333333,-1,1,PEDE2023,RA-667,2U,,,,Masculino,2021,Pública,,Ametista,Quartzo,5.844,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.836666667,Fase 3 (7° e 8° ano),,,,6.774866667,Aluno-667,4/22/2011,12,,,3.0,7.3,,,,,,,,
2023,FASE 2,Quartzo,5.0,Moderada,4.4,7.8,0.0,7.52,6.666666667,-1,1,PEDE2023,RA-422,2U,,,,Masculino,2022,Pública,,,Ágata,6.746,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,6.106666667,Fase 3 (7° e 8° ano),,,,5.57,Aluno-422,2010-10-01 00:00:00,1900-01-13 00:00:00,,,3.0,5.7,,,,,,,,
2023,FASE 2,Quartzo,5.0,Moderada,3.3,7.0,0.0,7.52,6.666666667,-1,1,PEDE2023,RA-595,2U,,,,Masculino,2018,Pública,Ágata,Ametista,Quartzo,5.18,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,5.55,Fase 3 (7° e 8° ano),,,,5.078666667,Aluno-595,2010-04-04 00:00:00,1900-01-13 00:00:00,,,3.2,3.3,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,3.4,8.7,8.0,6.89,7.083333333,-1,1,PEDE2023,RA-423,2U,,,,Feminino,2022,Pública,,,Ágata,6.647,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.45,Fase 3 (7° e 8° ano),,,,6.607533333,Aluno-423,9/22/2010,13,,,2.3,4.5,,,,,,,,
2023,FASE 2,Ametista,10.0,Adequada,5.0,7.8,8.5,7.52,7.708333333,0,0,PEDE2023,RA-669,2U,,,,Masculino,2022,Pública,,,Ametista,7.475,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,7.06,Fase 2 (5° e 6° ano),,,,7.345033333,Aluno-669,11/20/2011,11,,,3.3,6.7,,,,,,,,
2023,FASE 2,Topázio,10.0,Adequada,7.0,8.7,9.5,7.52,8.958333333,0,0,PEDE2023,RA-670,2U,,,,Feminino,2022,Pública,,,Ametista,7.451,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,9.343333333,Fase 2 (5° e 6° ano),,,,8.6067,Aluno-670,2012-05-09 00:00:00,1900-01-11 00:00:00,,,5.8,8.2,,,,,,,,
2023,FASE 2,Agata,5.0,Moderada,5.3,6.4,9.5,7.52,6.875,-1,1,PEDE2023,RA-609,2U,,,,Masculino,2019,Pública,Ametista,Ágata,Ágata,6.794,,,,3.0,Avaliador-32,,Avaliador-5,,Avaliador-2,,,,,,,,,,6.216666667,Fase 3 (7° e 8° ano),,,,6.463033333,Aluno-609,2011-03-01 00:00:00,1900-01-12 00:00:00,,,3.2,7.3,,,,,,,,
2023,FASE 3,Topázio,10.0,Adequada,8.2,9.4,9.6,3.14,9.0625,0,0,PEDE2023,RA-326,3A,,,,Feminino,2022,Privada,,,Topázio,8.22,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,9.76,Fase 3 (7° e 8° ano),,,,8.65075,Aluno-326,7/21/2010,13,,,8.3,7.5,8.8,,,,,,,
2023,FASE 3,Topázio,10.0,Adequada,6.4,9.4,8.8,7.52,8.59375,0,0,PEDE2023,RA-179,3A,,,,Masculino,2022,Pública,,,Ametista,7.993,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.9225,Fase 3 (7° e 8° ano),,,,8.437641667,Aluno-179,11/24/2010,12,,,8.7,6.3,4.3,,,,,,,
2023,FASE 3,Agata,5.0,Moderada,5.3,7.0,8.8,6.26,7.5,-2,1,PEDE2023,RA-1143,3A,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,6.2075,Fase 5 (1° EM),,,,6.445933333,Aluno-1143,4/30/2008,15,,,6.0,6.3,3.5,,,,,,,
2023,FASE 3,Agata,5.0,Moderada,3.3,7.2,9.6,6.89,6.71875,-2,1,PEDE2023,RA-330,3A,,,,Feminino,2018,Pública,Ágata,Ágata,Ágata,6.446,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,5.8275,Fase 5 (1° EM),,,,6.084875,Aluno-330,2008-05-03 00:00:00,1900-01-15 00:00:00,,,3.8,3.8,2.3,,,,,,,
2023,FASE 3,Topázio,5.0,Moderada,6.8,8.4,9.2,8.76,8.28125,-1,1,PEDE2023,RA-332,3A,,,,Masculino,2017,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.883,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,9.175,Fase 4 (9° ano),,,,8.002591667,Aluno-332,2009-06-05 00:00:00,1900-01-14 00:00:00,,,6.3,7.7,6.5,,,,,,,
2023,FASE 3,Ametista,5.0,Moderada,8.5,7.6,9.2,7.51,7.96875,-1,1,PEDE2023,RA-199,3A,,,,Masculino,2022,Privada,,,Ametista,7.564,,,,4.0,Avaliador-32,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.505,Fase 4 (9° ano),,,,7.892341667,Aluno-199,2009-11-01 00:00:00,1900-01-14 00:00:00,,,8.2,8.2,9.2,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,8.0,9.4,0.0,5.02,8.28125,0,0,PEDE2023,RA-1144,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.0025,Fase 3 (7° e 8° ano),,,,7.410625,Aluno-1144,10/25/2010,13,,,7.0,8.2,8.8,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,7.2,8.1,9.2,6.26,7.96875,0,0,PEDE2023,RA-352,3B,,,,Masculino,2019,Pública,Ametista,Ametista,Ametista,7.834,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.17,Fase 3 (7° e 8° ano),,,,7.840341667,Aluno-352,3/26/2011,12,,,8.2,6.0,7.5,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,7.8,9.5,0.0,4.39,8.59375,1,0,PEDE2023,RA-1145,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.63,Fase 2 (5° e 6° ano),,,,7.484375,Aluno-1145,1/31/2012,11,,,7.7,7.7,8.0,,,,,,,
2023,FASE 3,Agata,5.0,Moderada,3.7,8.8,9.6,6.26,7.1875,-1,1,PEDE2023,RA-1146,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,6.965,Fase 4 (9° ano),,,,6.689583333,Aluno-1146,11/20/2008,14,,,5.0,3.3,2.7,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,5.2,8.6,9.6,2.52,7.03125,0,0,PEDE2023,RA-331,3B,,,,Feminino,2019,Pública,Ametista,Ametista,Ágata,6.636,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,6.7975,Fase 3 (7° e 8° ano),,,,7.039791667,Aluno-331,4/22/2010,13,,,5.7,4.8,5.2,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,6.9,7.5,9.6,5.63,8.28125,0,0,PEDE2023,RA-227,3B,,,,Masculino,2022,Pública,,,Ágata,6.471,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.4625,Fase 3 (7° e 8° ano),,,,7.722125,Aluno-227,2010-10-12 00:00:00,1900-01-12 00:00:00,,,7.2,6.5,7.0,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,7.2,8.5,0.0,7.52,8.28125,0,0,PEDE2023,RA-247,3B,,,,Feminino,2021,Pública,,Ágata,Ametista,7.72,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.5425,Fase 3 (7° e 8° ano),,,,7.221958333,Aluno-247,11/25/2009,13,,,6.5,6.7,8.3,,,,,,,
2023,FASE 3,Agata,5.0,Moderada,5.7,7.2,9.2,6.26,7.65625,-2,1,PEDE2023,RA-343,3B,,,,Masculino,2020,Pública,Ametista,Quartzo,Ágata,6.9,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,6.9225,Fase 5 (1° EM),,,,6.779591667,Aluno-343,2008-03-07 00:00:00,1900-01-15 00:00:00,,,4.5,6.7,6.0,,,,,,,
2023,FASE 3,Ametista,5.0,Moderada,6.7,8.3,8.3,6.26,7.1875,-1,1,PEDE2023,RA-1147,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.0075,Fase 4 (9° ano),,,,7.072983333,Aluno-1147,2009-04-07 00:00:00,1900-01-14 00:00:00,,,5.0,7.5,7.5,,,,,,,
2023,FASE 3,Agata,5.0,Moderada,4.6,6.8,8.8,6.26,8.125,-1,1,PEDE2023,RA-345,3B,,,,Masculino,2021,Pública,,Ametista,Quartzo,5.75,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.1725,Fase 4 (9° ano),,,,6.534766667,Aluno-345,2009-03-04 00:00:00,1900-01-14 00:00:00,,,5.7,5.7,2.5,,,,,,,
2023,FASE 3,Quartzo,5.0,Moderada,5.1,7.5,0.0,6.89,7.34375,-1,1,PEDE2023,RA-336,3B,,,,Masculino,2016,Pública,Ametista,Ágata,Ágata,6.787,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.255,Fase 4 (9° ano),,,,5.887708333,Aluno-336,8/28/2009,14,,,6.7,5.2,3.3,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,6.2,9.4,0.0,8.14,7.96875,1,0,PEDE2023,RA-346,3B,,,,Masculino,2022,Pública,,,Topázio,8.143,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.84,Fase 2 (5° e 6° ano),,,,7.305541667,Aluno-346,2012-12-03 00:00:00,1900-01-11 00:00:00,,,6.7,5.5,6.5,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,5.7,8.6,7.9,3.77,7.5,1,0,PEDE2023,RA-1148,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.2125,Fase 2 (5° e 6° ano),,,,7.227866667,Aluno-1148,11/26/2011,11,,,5.7,5.3,6.2,,,,,,,
2023,FASE 3,Ametista,5.0,Moderada,7.2,9.8,8.3,2.52,7.96875,-1,1,PEDE2023,RA-1149,3C,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.1725,Fase 4 (9° ano),,,,7.410108333,Aluno-1149,2009-09-06 00:00:00,1900-01-14 00:00:00,,,6.0,6.8,8.7,,,,,,,
2023,FASE 3,Ametista,2.5,Severa,6.7,9.8,9.2,2.52,7.96875,-3,1,PEDE2023,RA-1150,3C,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.835,Fase 6 (2° EM),,,,7.076008333,Aluno-1150,10/15/2007,16,,,7.0,6.5,6.5,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,8.3,9.5,7.5,2.52,7.65625,0,0,PEDE2023,RA-1151,3C,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.545,Fase 3 (7° e 8° ano),,,,7.829958333,Aluno-1151,2011-04-03 00:00:00,1900-01-12 00:00:00,,,7.3,8.8,8.7,,,,,,,
2023,FASE 3,Agata,10.0,Adequada,3.4,8.5,9.2,2.52,6.09375,0,0,PEDE2023,RA-356,3C,,,,Masculino,2019,Pública,Topázio,Topázio,Ágata,6.69,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,6.5025,Fase 3 (7° e 8° ano),,,,6.452008333,Aluno-356,2010-08-07 00:00:00,1900-01-13 00:00:00,,,4.3,4.5,1.3,,,,,,,
2023,FASE 3,Agata,5.0,Moderada,6.8,9.4,0.0,5.0,7.8125,-1,1,PEDE2023,RA-1152,3C,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.585,Fase 4 (9° ano),,,,6.544916667,Aluno-1152,2009-03-08 00:00:00,1900-01-14 00:00:00,,,6.7,6.0,7.8,,,,,,,
2023,FASE 3,Agata,5.0,Moderada,5.0,9.0,9.6,5.0,7.1875,-2,1,PEDE2023,RA-221,3C,,,,Masculino,2022,Pública,,,Ágata,6.892,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.38,Fase 5 (1° EM),,,,6.959916667,Aluno-221,6/15/2008,15,,,5.5,4.8,4.8,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,5.8,9.2,9.6,2.52,7.65625,0,0,PEDE2023,RA-359,3C,,,,Feminino,2019,Pública,Ametista,Ágata,Ágata,6.606,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.255,Fase 3 (7° e 8° ano),,,,7.627125,Aluno-359,8/21/2010,13,,,6.0,6.7,4.7,,,,,,,
2023,FASE 3,Quartzo,10.0,Adequada,4.3,7.3,0.0,2.52,7.34375,0,0,PEDE2023,RA-360,3C,,,,Feminino,2019,Pública,Ametista,Ágata,Ametista,7.075,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,7.4225,Fase 3 (7° e 8° ano),,,,5.790875,Aluno-360,4/17/2010,13,,,5.3,4.8,2.8,,,,,,,
2023,FASE 3,Topázio,10.0,Adequada,6.7,9.1,8.3,7.52,8.59375,0,0,PEDE2023,RA-338,3D,,,,Masculino,2019,Pública,Ametista,Ametista,Ágata,6.837,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.38,Fase 3 (7° e 8° ano),,,,8.287441667,Aluno-338,2010-04-08 00:00:00,1900-01-13 00:00:00,,,8.7,7.0,4.5,,,,,,,
2023,FASE 3,Ametista,10.0,Adequada,7.1,8.9,0.0,7.52,7.8125,0,0,PEDE2023,RA-339,3D,,,,Feminino,2019,Pública,Topázio,Ametista,Topázio,8.488,,,,4.0,Avaliador-21,,Avaliador-6,,Avaliador-4,,Avaliador-8,,,,,,,,8.255,Fase 3 (7° e 8° ano),,,,7.377583333,Aluno-339,2011-01-06 00:00:00,1900-01-12 00:00:00,,,7.7,5.7,7.8,,,,,,,
